REGION, INSTITUTION NAME, INSTITUTION TYPE, PROVINCE, MUNICIPALITY/CITY
10 - Northern Mindanao,Bukidnon State University-Kitaotao Satellite ESC,SUC Satellite,Bukidnon,Kitaotao
10 - Northern Mindanao,North Central Mindanao College,Private HEI,Lanao Del Norte,Lala
10 - Northern Mindanao,Christ The King College De Maranding,Private HEI,Lanao Del Norte,Lala
10 - Northern Mindanao,Lanao School of Science and Technology,Private HEI,Lanao Del Norte,Lala
10 - Northern Mindanao,Bukidnon State University-Libona,SUC Satellite,Bukidnon,Libona
10 - Northern Mindanao,Magsaysay College,LUC,Misamis Oriental,Magsaysay
10 - Northern Mindanao,Mindanao State University-Maigo School of Arts and Trades,SUC Satellite,Lanao Del Norte,Maigo
10 - Northern Mindanao,Bukidnon State University,SUC Main,Bukidnon,Malaybalay City
10 - Northern Mindanao,Mindanao Arts and Technological Institute,Private HEI,Bukidnon,Malaybalay City
10 - Northern Mindanao,San Isidro College,Private HEI,Bukidnon,Malaybalay City
10 - Northern Mindanao,STI College-Malaybalay,Private HEI,Bukidnon,Malaybalay City
10 - Northern Mindanao,Bukidnon State University-Malitbog,SUC Satellite,Bukidnon,Malitbog 
10 - Northern Mindanao,Camiguin Polytechnic State College,SUC Main,Camiguin,Mambajao
10 - Northern Mindanao,Fatima College of Camiguin,Private HEI,Camiguin,Mambajao
10 - Northern Mindanao,Northern Bukidnon State College,SUC Main,Bukidnon,Manolo Fortich
10 - Northern Mindanao,Central Mindanao University,SUC Main,Bukidnon,Maramag
10 - Northern Mindanao,Philippine Countryville College,Private HEI,Bukidnon,Maramag
10 - Northern Mindanao,Southern Maramag Colleges,Private HEI,Bukidnon,Maramag
10 - Northern Mindanao,Bukidnon State University-Medina ESC,SUC Satellite,Misamis Oriental,Medina
10 - Northern Mindanao,Mindanao State University-Naawan,SUC Satellite,Misamis Oriental,Naawan
10 - Northern Mindanao,Opol Community College,LUC,Misamis Oriental,Opol
10 - Northern Mindanao,University of Science and Technology of Southern Philippines - Oroquieta,SUC Satellite,Misamis Occidental,Oroquieta City
10 - Northern Mindanao,Misamis University-Oroquieta City,Private HEI,Misamis Occidental,Oroquieta City
10 - Northern Mindanao,Southern Capital Colleges,Private HEI,Misamis Occidental,Oroquieta City
10 - Northern Mindanao,Stella Maris College,Private HEI,Misamis Occidental,Oroquieta City
10 - Northern Mindanao,Dr. Solomon U. Molina College,Private HEI,Misamis Occidental,Oroquieta City
10 - Northern Mindanao,La Salle University,Private HEI,Misamis Occidental,Ozamiz City
10 - Northern Mindanao,Medina College,Private HEI,Misamis Occidental,Ozamiz City
10 - Northern Mindanao,Misamis Institute of Technology,Private HEI,Misamis Occidental,Ozamiz City
10 - Northern Mindanao,Misamis University,Private HEI,Misamis Occidental,Ozamiz City
10 - Northern Mindanao,Our Lady of Triumph Institute of Technology,Private HEI,Misamis Occidental,Ozamiz City
10 - Northern Mindanao,Northwestern Mindanao Institute of Technology,Private HEI,Misamis Occidental,Ozamiz City
10 - Northern Mindanao,University of Science and Technology of Southern Philippines - Panaon,SUC Satellite,Misamis Occidental,Panaon
10 - Northern Mindanao,Pangantucan Bukidnon Community College,LUC,Bukidnon,Pangantucan 
10 - Northern Mindanao,Quezon Institute of Technology,Private HEI,Bukidnon,Quezon
10 - Northern Mindanao,Bukidnon State University-Quezon Satellite ESC,SUC Satellite,Bukidnon,Quezon
10 - Northern Mindanao,Salay Community College,LUC,Misamis Oriental,Salay
10 - Northern Mindanao,Bukidnon State University-San Fernando Satellite ESC,SUC Satellite,Bukidnon,San Fernando
10 - Northern Mindanao,Medina Foundation College,Private HEI,Misamis Occidental,Sapang Dalaga
10 - Northern Mindanao,Bukidnon State University-Sugbongcogon ESC,SUC Satellite,Misamis Oriental,Sugbongcogon
10 - Northern Mindanao,Mindanao State University-Lanao Del Norte Agricultural College,SUC Satellite,Lanao Del Norte,Sultan Naga Dimaporo
10 - Northern Mindanao,Tagoloan Community College,LUC,Misamis Oriental,Tagoloan
10 - Northern Mindanao,Bukidnon State University-Talakag BSU,SUC Satellite,Bukidnon,Talakag
10 - Northern Mindanao,Bukidnon State University-Talisayan ESC,SUC Satellite,Misamis Oriental,Talisayan
10 - Northern Mindanao,Gov. Alfonso D. Tan College,LUC,Misamis Occidental,Tangub City
10 - Northern Mindanao,Northwestern Mindanao State College of Science and Technology,SUC Main,Misamis Occidental,Tangub City
10 - Northern Mindanao,Tubod College,LUC,Lanao del Norte,Tubod
10 - Northern Mindanao,Northwestern Mindanao Christian Colleges,Private HEI,Misamis Occidental,Tudela
10 - Northern Mindanao,Mountain View College,Private HEI,Bukidnon,Valencia City
10 - Northern Mindanao,Philippine College Foundation,Private HEI,Bukidnon,Valencia City
10 - Northern Mindanao,San Agustin Institute of Technology,Private HEI,Bukidnon,Valencia City
10 - Northern Mindanao,Valencia Colleges-Bukidnon,Private HEI,Bukidnon,Valencia City
10 - Northern Mindanao,ACLC College of Bukidnon,Private HEI,Bukidnon,Valencia City
10 - Northern Mindanao,IBA College of Mindanao,Private HEI,Bukidnon,Valencia City
10 - Northern Mindanao,STI College-Valencia,Private HEI,Bukidnon,Valencia City
10 - Northern Mindanao,University of Science and Technology in Southern Philippines-Villanueva,SUC Satellite,Misamis Oriental,Villanueva
11 - Davao Region,St. Mary's College Baganga,Private HEI,Davao Oriental,Baganga
11 - Davao Region,Davao Oriental State University-Banaybanay Campus,SUC Satellite,Davao Oriental,Banaybanay
11 - Davao Region,St. Mary'S College of Bansalan,Private HEI,Davao Del Sur,Bansalan
11 - Davao Region,UM Bansalan College,Private HEI,Davao Del Sur,Bansalan
11 - Davao Region,Colegio de Caraga,Private HEI,Davao Oriental,Caraga
11 - Davao Region,Davao Oriental State University-Cateel Extension Campus,SUC Satellite,Davao Oriental,Cateel
11 - Davao Region,Legacy College of Compostela,Private HEI,Davao de Oro,Compostela
11 - Davao Region,Davao De Oro State College,SUC Main,Davao de Oro,Compostela
11 - Davao Region,Agro-Industrial Foundation College of the Philippines-Davao,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,AMA Computer College-Davao,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,Ateneo de Davao University,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,Brokenshire College,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,Davao Central College,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,Davao Doctors College,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,Davao Medical School Foundation,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,DMMA College of Southern Philippines,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,Evelyn E. Fabie College,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,General Baptist Bible College,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,Holy Cross College of Calinan,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,Holy Cross of Davao College,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,MATS College of Technology,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,Mindanao Medical Foundation College,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,Philippine Women's College of Davao,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,The Rizal Memorial Colleges,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,Saint Francis Xavier College Seminary,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,Saint Peter's College of Toril,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,San Pedro College,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,Tecarro College Foundation,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,University of Mindanao,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,University of Southeastern Philippines-Main,SUC Main,Davao Del Sur,Davao City
11 - Davao Region,University of the Immaculate Conception,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,University of Southeastern Philippines-Mintal,SUC Satellite,Davao Del Sur,Davao City
11 - Davao Region,Joji Ilagan Career Center Foundation,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,St. Francis Xavier Regional Major Seminary of Mindanao,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,University of the Philippines-Mindanao,SUC Satellite,Davao Del Sur,Davao City
11 - Davao Region,Assumption College of Davao,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,Interface Computer College,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,St. John Paul II College of Davao,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,Philippine College of Technology,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,Mindanao Kokusai Daigaku,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,Holy Child College of Davao,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,Southern Philippines Baptist Theological Seminary,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,STI College-Davao,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,Jose Maria College,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,Christian Colleges of Southeast Asia,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,Holy Cross College of Sasa,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,Gabriel Taborin College of Davao Foundation,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,Davao Vision Colleges,Private HEI,Davao del Sur,Davao City
11 - Davao Region,ACQ College of Ministries,Private HEI,Davao del Sur,Davao City
11 - Davao Region,Koinonia Theological Seminary Foundation,Private HEI,Davao del Sur,Davao City
11 - Davao Region,Evangelical Mission College,Private HEI,Davao del Sur,Davao City
11 - Davao Region,Samson Polytechnic College of Davao,Private HEI,Davao del Sur,Davao City
11 - Davao Region,Mt. Apo Science Foundation College,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,Institute of International Culinary and Hospitality Entrepreneurship Inc.,Private HEI,Davao del Sur,Davao City
11 - Davao Region,Asian International School of Aeronautics and Technology,Private HEI,Davao del Sur,Davao City
11 - Davao Region,Joji Ilagan International Management School,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,Malayan Colleges Mindanao,Private HEI,Davao del Sur,Davao City
11 - Davao Region,Lyceum of the Philippines-Davao,Private HEI,Davao Del Sur,Davao City
11 - Davao Region,Philippine College of Technology-Calinan Campus,Private HEI,Davao del Sur,Davao City
11 - Davao Region,AMYA Polytechnic College,Private HEI,Davao del Sur,Davao City
11 - Davao Region,Cor Jesu College,Private HEI,Davao Del Sur,Digos City
11 - Davao Region,Polytechnic College of Davao del Sur,Private HEI,Davao Del Sur,Digos City
11 - Davao Region,UM Digos College,Private HEI,Davao Del Sur,Digos City
11 - Davao Region,Davao del Sur State College-Main,SUC Main,Davao Del Sur,Digos City
11 - Davao Region,Governor Generoso College of Arts Sciences and Technology,LUC,Davao Oriental,Gov. Generoso
11 - Davao Region,UM Peñaplata College,Private HEI,Davao Del Norte,Island Garden City of Samal
11 - Davao Region,Samal Island City College,LUC,Davao Del Norte,Island Garden City of Samal
11 - Davao Region,Kapalong College of Agriculture Sciences and Technology,LUC,Davao Del Norte,Kapalong
11 - Davao Region,Serapion C. Basalo Memorial Colleges,Private HEI,Davao Del Sur,Kiblawan
11 - Davao Region,Laak Institute Foundation,Private HEI,Davao de Oro,Laak
11 - Davao Region,Maco de Oro College,LUC,Davao de Oro,Maco
11 - Davao Region,Southern Philippines Agriculture Business Marine and Aquatic School of Technology,SUC Main,Davao Occidental,Malita
11 - Davao Region,Davao De Oro State College-Maragusan Branch,SUC Satellite,Davao de Oro,Maragusan
11 - Davao Region,South Philippine Adventist College,Private HEI,Davao Del Sur,Matanao
11 - Davao Region,Davao Oriental State University,SUC Main,Davao Oriental,Mati City
11 - Davao Region,Mati Polytechnic College,Private HEI,Davao Oriental,Mati City
11 - Davao Region,Mati Doctors College,Private HEI,Davao Oriental,Mati City
11 - Davao Region,Monkayo College of Arts Sciences and Technology,LUC,Davao de Oro,Monkayo
11 - Davao Region,Davao De Oro State College-Montevista Branch,SUC Satellite,Davao de Oro,Montevista
11 - Davao Region,Assumption College of Nabunturan,Private HEI,Davao de Oro,Nabunturan
11 - Davao Region,Davao De Oro State College-New Bataan Branch,SUC Satellite,Davao de Oro,New Bataan
11 - Davao Region,Southeastern College of Padada,Private HEI,Davao Del Sur,Padada
11 - Davao Region,Davao del Norte State College,SUC Main,Davao Del Norte,Panabo City
11 - Davao Region,North Davao Colleges-Panabo,Private HEI,Davao Del Norte,Panabo City
11 - Davao Region,UM Panabo College,Private HEI,Davao Del Norte,Panabo City
11 - Davao Region,ACES Polytechnic College,Private HEI,Davao del Norte,Panabo City
11 - Davao Region,Northlink Technological College,Private HEI,Davao del Norte,Panabo City
11 - Davao Region,Maryknoll College of Panabo,Private HEI,Davao del Norte,Panabo City
11 - Davao Region,Kolehiyo ng Pantukan,LUC,Davao de Oro,Pantukan
11 - Davao Region,Davao Oriental State University-San Isidro Campus,SUC Satellite,Davao Oriental,San Isidro
11 - Davao Region,Davao Winchester Colleges,Private HEI,Davao Del Norte,Sto. Tomas
11 - Davao Region,Sto. Tomas College of Agriculture Sciences and Technology,LUC,Davao del Norte,Sto. Tomas
11 - Davao Region,Arriesgado College Foundation,Private HEI,Davao Del Norte,Tagum City
11 - Davao Region,Liceo De Davao,Private HEI,Davao Del Norte,Tagum City
11 - Davao Region,North Davao College-Tagum Foundation,Private HEI,Davao Del Norte,Tagum City
11 - Davao Region,Queen of Apostles College Seminary,Private HEI,Davao Del Norte,Tagum City
11 - Davao Region,St. Mary's College of Tagum,Private HEI,Davao Del Norte,Tagum City
11 - Davao Region,UM Tagum College,Private HEI,Davao Del Norte,Tagum City
11 - Davao Region,University of Southeastern Philippines-College of Agriculture-Tagum Mabini,SUC Satellite,Davao Del Norte,Tagum City
11 - Davao Region,Aces Tagum College,Private HEI,Davao Del Norte,Tagum City
11 - Davao Region,Tagum Doctors College,Private HEI,Davao Del Norte,Tagum City
11 - Davao Region,St. Thomas More School of Law and Business,Private HEI,Davao del Norte,Tagum City
11 - Davao Region,Tagum City College of Science and Technology Foundation,Private HEI,Davao Del Norte,Tagum City
11 - Davao Region,Card-MRI Development Institute,Private HEI,Davao del Norte,Tagum City
11 - Davao Region,STI College-Tagum,Private HEI,Davao del Norte,Tagum City
12 - Soccsksargen,Primasia Foundation College,Private HEI,Sarangani,Alabel
12 - Soccsksargen,Cotabato Foundation College of Science and Technology-Antipas Campus,SUC Satellite,Cotabato,Antipas
12 - Soccsksargen,Cotabato Foundation College of Science and Technology,SUC Main,Cotabato,Arakan
12 - Soccsksargen,Sultan Kudarat State University-Bagumbayan,SUC Satellite,Sultan Kudarat,Bagumbayan
12 - Soccsksargen,Santo Niño College Foundation,Private HEI,South Cotabato,Banga
12 - Soccsksargen,Dr. Domingo B. Tamondong Memorial Hospital and College Foundation,Private HEI,Sultan Kudarat,Esperanza
12 - Soccsksargen,Gensantos Foundation College,Private HEI,South Cotabato,General Santos City
12 - Soccsksargen,Holy Trinity College of General Santos City,Private HEI,South Cotabato,General Santos City
12 - Soccsksargen,Mindanao Polytechnic College,Private HEI,South Cotabato,General Santos City
12 - Soccsksargen,Mindanao State University-General Santos,SUC Satellite,South Cotabato,General Santos City
12 - Soccsksargen,Notre Dame of Dadiangas University,Private HEI,South Cotabato,General Santos City
12 - Soccsksargen,Ramon Magsaysay Memorial Colleges,Private HEI,South Cotabato,General Santos City
12 - Soccsksargen,STI College-Gen. Santos,Private HEI,South Cotabato,General Santos City
12 - Soccsksargen,AMA Computer College-General Santos City,Private HEI,South Cotabato,General Santos City
12 - Soccsksargen,Goldenstate College,Private HEI,South Cotabato,General Santos City
12 - Soccsksargen,General Santos Doctors' Medical School Foundation,Private HEI,South Cotabato,General Santos City
12 - Soccsksargen,Brokenshire College SOCSKSARGEN,Private HEI,South Cotabato,General Santos City
12 - Soccsksargen,Stratford International School,Private HEI,South Cotabato,General Santos City
12 - Soccsksargen,Joji Ilagan International School of Hotel & Tourism Management,Private HEI,South Cotabato,General Santos City
12 - Soccsksargen,MMG College of General Santos City,Private HEI,South Cotabato,General Santos City
12 - Soccsksargen,Villamor College of Business and Arts,Private HEI,South Cotabato,General Santos City
12 - Soccsksargen,Cronasia Foundation College,Private HEI,South Cotabato,General Santos City
12 - Soccsksargen,Gensan College of Technology,Private HEI,South Cotabato,General Santos City
12 - Soccsksargen,Southpoint College of Arts and Technology,Private HEI,South Cotabato,General Santos City
12 - Soccsksargen,Filipino Canadian Community College Foundation,Private HEI,South Cotabato,General Santos City
